#No Error No Wind
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
200.0,300.0
#No Error With Wind
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
#Uniform Error No Wind
199.69389912817115,296.89370534674384
197.6197941210249,297.9807466255384
196.95698232448896,299.3051563894591
200.85707396426045,297.068572700012
199.62094933427588,303.0305383000619
202.14704827902,302.17210162812086
197.20562237423673,298.7674029531264
198.79941684240444,302.7936637480564
196.96762289869048,300.22504704166124
197.34743571451605,301.48655970848193
198.57060302371974,302.68379979501225
202.55564659763357,301.6476126739956
199.78423240934973,303.03305150011204
201.14803470030674,302.8156657085667
201.98245177109482,297.694389011392
202.8800303252359,300.97538832329917
201.82591625246454,302.43145777148044
200.00821040121707,296.9592945481651
196.933436338579,299.7018005608996
197.55864618884542,301.87950183926176
200.47501885948722,296.95581001280163
201.85150446807052,297.5373455784982
201.68351771061964,297.4195923358784
197.37660151800637,301.6157091321463
201.84548953203267,302.46716517124116
198.3346740925556,302.59218541331865
196.91958530582153,300.0614890796547
197.8825722653084,302.23813211928746
201.06725687431202,297.1097234804848
199.26730467516285,297.02119842732117
201.9698509969134,297.64844980951045
201.17807181225362,297.1676426684464
202.44401865416086,298.1461191876105
202.93585567933906,299.11070101848435
198.22571423197743,302.5024010993094
197.56041485467912,298.14028884846005
198.2024246706365,297.5142759236601
203.04357956473748,299.6169534211815
199.9155118828439,303.06642511835713
202.08701061235902,302.15564419352353
197.09994900249004,300.769492947994
197.6573764453597,301.87470799497294
199.81189492825817,297.0054997633735
202.5381287867611,301.6000991991079
199.53749443952967,297.0354589239302
199.85387394015322,302.9968420645414
202.93512450512992,300.62246230773985
197.01101885353572,300.2615471109612
202.78377985558177,298.88063191897027
202.42964143485423,301.7604708697421
200.4421276267224,302.9676486225394
197.20977646492022,301.06612724862646
